CoM ID,Common Name,Scientific Name,Genus,Family,Diameter Breast Height,Year Planted,Date Planted,Age Description,Useful Life Expectency,Useful Life Expectency Value,Precinct,Located in,UploadDate,CoordinateLocation,Latitude,Longitude,Easting,Northing
1063841,Gum,Eucalyptus unknown,Eucalyptus,Myrtaceae,NA,2000,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.778452136699464, 144.95554137104756)",-37.77845214,144.9555414,319953.71,5816797.38
1052554,Elm,Ulmus unknown,Ulmus,Ulmaceae,51,1900,1/1/00,Mature,6-10 years (>50% canopy),10,NA,Park,30/9/20,"(-37.79722755497857, 144.9234894541046)",-37.79722755,144.9234895,317177.02,5814651.72
1063627,Gossamer Wattle,Acacia floribunda,Acacia,Fabaceae,29,1900,1/1/00,Mature,11-20 years,20,NA,Park,30/9/20,"(-37.79192084588324, 144.9219735977102)",-37.79192085,144.9219736,317030.45,5815237.62
1056032,Flowering Gum,Corymbia ficifolia,Corymbia,Myrtaceae,73,1900,2/1/00,Mature,31-60 years,60,NA,Street,30/9/20,"(-37.78937335255428, 144.95747403741714)",-37.78937335,144.957474,320150.41,5815589.22
1026154,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,61,1900,1/1/00,Mature,31-60 years,60,NA,Street,30/9/20,"(-37.81003007706843, 144.98009715474666)",-37.81003008,144.9800972,322192.19,5813340.33
1044804,Golden Monterey Cypress,Hesperocyparis macrocarpa,Hesperocyparis,Cupressaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.786617135053476, 144.9458899428018)",-37.78661714,144.9458899,319123.57,5815872.71
1022132,London Plane,Platanus x acerifolia,Platanus,Platanaceae,30,1900,2/1/00,Semi-Mature,1-5 years (>50% canopy),5,NA,Street,30/9/20,"(-37.7964040962606, 144.96631206421313)",-37.7964041,144.9663121,320945.68,5814826.02
1042100,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.79363369047734, 144.9516637959045)",-37.79363369,144.9516638,319649.11,5815105.27
1061196,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,15,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.82691272701135, 144.95566676266063)",-37.82691273,144.9556668,320082.41,5811420.14
1015202,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.79858438913731, 144.94744009448416)",-37.79858439,144.9474401,319289.25,5814547.75
1051641,Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78623793346759, 144.95316853555067)",-37.78623793,144.9531685,319763.64,5815928.85
1022096,London Plane,Platanus x acerifolia,Platanus,Platanaceae,14,1900,2/1/00,Semi-Mature,1-5 years (<50% canopy),5,NA,Street,30/9/20,"(-37.79448263925709, 144.96649683327334)",-37.79448264,144.9664968,320957.31,5815039.59
1039911,Canary Island Date Palm,Phoenix canariensis,Phoenix,Arecaceae,75,1900,2/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.80926682789984, 144.95462854335662)",-37.80926683,144.9546285,319948.15,5813376.24
1019952,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,36,1900,1/1/00,Semi-Mature,6-10 years (<50% canopy),10,NA,Street,30/9/20,"(-37.79628146645233, 144.95304408956002)",-37.79628147,144.9530441,319777.09,5814814.12
1025863,London Plane,Platanus x acerifolia,Platanus,Platanaceae,55,1900,1/1/00,Mature,1-5 years (<50% canopy),5,NA,Street,30/9/20,"(-37.80911919978567, 144.97589540133302)",-37.8091192,144.9758954,321820.09,5813433.4
1050408,Sugar gum,Eucalyptus cladocalyx,Eucalyptus,Myrtaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78261180389499, 144.9552353110664)",-37.7826118,144.9552353,319936.85,5816335.21
1041359,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,10,1900,2/1/00,Semi-Mature,6-10 years (<50% canopy),10,NA,Park,30/9/20,"(-37.77969345697273, 144.9605961050964)",-37.77969346,144.9605961,320401.91,5816669.36
1050809,Monterey Cypress,Hesperocyparis macrocarpa,Hesperocyparis,Cupressaceae,NA,1900,2/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.77914771092043, 144.95778280293268)",-37.77914771,144.9577828,320152.81,5816724.51
1062966,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,15,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.82363620449633, 144.90805089817394)",-37.8236362,144.9080509,315883.23,5811690.91
1024767,Cyprus Plane,Platanus orientalis,Platanus,Platanaceae,44,1900,1/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.81266367059162, 144.96135010227366)",-37.81266367,144.9613501,320548.13,5813012.24
1028689,Silky Oak,Grevillea robusta,Grevillea,Proteaceae,8,1900,1/1/00,Juvenile,31-60 years,60,NA,Street,30/9/20,"(-37.83243575496861, 144.98413383957467)",-37.83243575,144.9841338,322601.23,5810861.74
1060751,Dawn Redwood,Metasequoia glyptostroboides,Metasequoia,Cupressaceae,NA,2000,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.811143887323716, 144.97911752615735)",-37.81114389,144.9791175,322108.62,5813214.87
1063737,Lilly Pilly,Syzygium smithii,Syzygium,Myrtaceae,36,1900,2/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.783321186274556, 144.9076990646329)",-37.78332119,144.9076991,315752.08,5816163.85
1037487,Moreton Bay Fig,Ficus macrophylla,Ficus,Moraceae,18,1900,2/1/00,Semi-Mature,61+ years,80,NA,Park,30/9/20,"(-37.80905409138993, 144.97233100360188)",-37.80905409,144.972331,321506.13,5813433.82
1034887,English Elm,Ulmus procera,Ulmus,Ulmaceae,57,1900,2/1/00,Mature,11-20 years,20,NA,Park,30/9/20,"(-37.84527111465913, 144.98370809581795)",-37.84527111,144.9837081,322594.52,5809436.64
1018348,Huntingdon Elm,Ulmus x hollandica,Ulmus,Ulmaceae,53,1900,1/1/00,Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.796008460266385, 144.94187339202833)",-37.79600846,144.9418734,318792.8,5814822.81
1061022,Japanese Zelkova,Zelkova serrata,Zelkova,Ulmaceae,22,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.826066823149574, 144.97041956166555)",-37.82606682,144.9704196,321378.87,5811542.33
1061871,Gum,Eucalyptus unknown,Eucalyptus,Myrtaceae,NA,2000,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.77856606550504, 144.96094398132774)",-37.77856607,144.960944,320429.82,5816795.13
1038103,River Sheoak,Casuarina cunninghamiana,Casuarina,Casuarinaceae,29,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.78453417779754, 144.96053559681198)",-37.78453418,144.9605356,320408.3,5816132.09
1025274,Dutch Elm,Ulmus x hollandica,Ulmus,Ulmaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.81493445331754, 144.97457198776635)",-37.81493445,144.974572,321717.57,5812785.58
1061498,London Plane,Platanus x acerifolia,Platanus,Platanaceae,22,1900,2/1/00,Semi-Mature,1-5 years (<50% canopy),5,NA,Street,30/9/20,"(-37.80737195798896, 144.95855120766132)",-37.80737196,144.9585512,320288.9,5813594.06
1066418,English Oak,Quercus robur,Quercus,Fagaceae,41,1900,1/1/00,Semi-Mature,1-5 years (<50% canopy),5,NA,Park,30/9/20,"(-37.82577188028526, 144.97892268515017)",-37.82577188,144.9789227,322126.59,5811591.29
1063425,Kanooka,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,14,1900,2/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.795841016071584, 144.93427093170064)",-37.79584102,144.9342709,318122.96,5814826.62
1024424,London Plane,Platanus x acerifolia,Platanus,Platanaceae,44,1900,1/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.81913008143177, 144.96211691011592)",-37.81913008,144.9621169,320631.29,5812296.16
1026155,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.81004846695157, 144.98027612352905)",-37.81004847,144.9802761,322207.99,5813338.63
1056559,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,51,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.80005629406828, 144.91220293407153)",-37.80005629,144.9122029,316190.22,5814315.68
1013740,Red Flowering Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,23,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.809281344713824, 144.94603484141933)",-37.80928134,144.9460348,319191.61,5813358.03
1059399,Queensland kauri pine,Agathis robusta,Agathis,Araucariaceae,10,2000,16/12/00,Juvenile,61+ years,80,NA,Park,30/9/20,"(-37.786322779977034, 144.9597777466875)",-37.78632278,144.9597777,320345.89,5815932.16
1034859,English Elm,Ulmus procera,Ulmus,Ulmaceae,68,1900,2/1/00,Mature,11-20 years,20,NA,Park,30/9/20,"(-37.84487229059031, 144.98069244292483)",-37.84487229,144.9806924,322328.2,5809475.16
1063521,Chinaberry Tree,Melia azedarach,Melia,Meliaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.7991222342602, 144.92741614275428)",-37.79912223,144.9274161,317527.44,5814449.15
1026846,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,26,1900,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.817160883924174, 144.97887664434313)",-37.81716088,144.9788766,322101.86,5812546.73
1037488,Queensland kauri pine,Agathis robusta,Agathis,Araucariaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.8088018674722, 144.97209119355216)",-37.80880187,144.9720912,321484.41,5813461.35
1016875,Swamp Mahogany,Eucalyptus robusta,Eucalyptus,Myrtaceae,43,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.79639019078343, 144.93247354295423)",-37.79639019,144.9324735,317966.04,5814762.18
1063123,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,18,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.82902621052208, 144.90112167942868)",-37.82902621,144.9011217,315286.75,5811079.11
1063562,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,28,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79961445287231, 144.9265150485707)",-37.79961445,144.926515,317449.31,5814392.77
1013381,Dutch Elm,Ulmus x hollandica,Ulmus,Ulmaceae,76,1900,2/1/00,Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.81223297971192, 144.9506598126038)",-37.81223298,144.9506598,319605.97,5813039.44
1061134,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,22,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.82780261910612, 144.96593644679876)",-37.82780262,144.9659364,320988.47,5811341.13
1063200,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,28,2000,1/1/00,Semi-Mature,61+ years,80,NA,Park,30/9/20,"(-37.80550924306992, 144.90835709248515)",-37.80550924,144.9083571,315865.14,5813703.01
1028241,Elm,Ulmus unknown,Ulmus,Ulmaceae,71,1900,2/1/00,Mature,6-10 years (>50% canopy),10,NA,Park,30/9/20,"(-37.84525305009679, 144.98302184506818)",-37.84525305,144.9830218,322534.09,5809437.34
1063357,Cyprus Plane,Platanus orientalis,Platanus,Platanaceae,10,2000,1/1/00,Juvenile,31-60 years,60,NA,Street,30/9/20,"(-37.79761614144844, 144.9217832217239)",-37.79761614,144.9217832,317027.74,5814605.26
1063117,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,NA,2000,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.828838679290754, 144.90133911483275)",-37.82883868,144.9013391,315305.42,5811100.35
1034980,Grey Poplar,Populus x canescens,Populus,Salicaceae,74,1900,2/1/00,Over-mature,1-5 years (>50% canopy),5,NA,Park,30/9/20,"(-37.844960892166036, 144.98259603320648)",-37.84496089,144.982596,322495.92,5809468.95
1020675,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,67,1900,2/1/00,Mature,31-60 years,60,NA,Street,30/9/20,"(-37.780440744665256, 144.9422662410713)",-37.78044074,144.9422662,318789.36,5816551.06
1070797,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,35,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.82656868519758, 144.90328360610158)",-37.82656869,144.9032836,315470.91,5811356.09
1057593,Willow Gum,Eucalyptus scoparia,Eucalyptus,Myrtaceae,23,1900,1/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.790765975892874, 144.92301480415404)",-37.79076598,144.9230148,317119.29,5815367.81
1023988,London Plane,Platanus x acerifolia,Platanus,Platanaceae,41,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.81475450723503, 144.95231979808912)",-37.81475451,144.9523198,319758.24,5812762.84
1023175,London Plane,Platanus x acerifolia,Platanus,Platanaceae,31,1900,2/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.80584760534222, 144.96619578696055)",-37.80584761,144.9661958,320958.25,5813777.89
1062415,Chinaberry Tree,Melia azedarach,Melia,Meliaceae,19,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.80062522912873, 144.96256430921943)",-37.80062523,144.9625643,320625.89,5814350.43
1033655,Canary Island Date Palm,Phoenix canariensis,Phoenix,Arecaceae,69,1900,2/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.82189578493275, 144.97228984942265)",-37.82189578,144.9722898,321533.44,5812008.75
1030257,Red Oak,Quercus rubra,Quercus,Fagaceae,20,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.82965602691881, 144.9667533650621)",-37.82965603,144.9667534,321064.85,5811137.03
1023182,London Plane,Platanus x acerifolia,Platanus,Platanaceae,29,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.80445856545603, 144.96641176126067)",-37.80445857,144.9664118,320973.91,5813932.44
1033359,Variegated Elm,Ulmus minor,Ulmus,Ulmaceae,29,1900,2/1/00,Semi-Mature,1-5 years,5,NA,Park,30/9/20,"(-37.824956567367984, 144.97556453572884)",-37.82495657,144.9755645,321829.05,5811675.36
1057658,Australian Frangipani,Hymenosporum flavum,Hymenosporum,Pittosporaceae,10,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Park,30/9/20,"(-37.79148191394134, 144.9218578013737)",-37.79148191,144.9218578,317019.17,5815286.1
1060915,English Elm,Ulmus procera,Ulmus,Ulmaceae,7,2000,1/1/00,Juvenile,1-5 years (<50% canopy),5,NA,Street,30/9/20,"(-37.79569638120157, 144.95025424980426)",-37.79569638,144.9502542,319530.01,5814873.66
1057625,White Poplar,Populus alba,Populus,Salicaceae,49,1900,1/1/00,Mature,6-10 years (>50% canopy),10,NA,Park,30/9/20,"(-37.790973288647116, 144.92264424931733)",-37.79097329,144.9226442,317087.17,5815344.08
1059935,London Plane,Platanus x acerifolia,Platanus,Platanaceae,30,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.80425598813878, 144.93353603859384)",-37.80425599,144.933536,318078.9,5813891.41
1028007,London Plane,Platanus x acerifolia,Platanus,Platanaceae,38,1900,2/1/00,Mature,1-5 years (<50% canopy),5,NA,Street,30/9/20,"(-37.83012826654099, 144.97146695993985)",-37.83012827,144.971467,321480.85,5811093.65
1055401,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78045279125983, 144.95263813906539)",-37.78045279,144.9526381,319702.87,5816569.78
1062202,Small-leaved Linden,Tilia cordata,Tilia,Malvaceae,6,1900,2/1/00,Juvenile,61+ years,80,NA,Park,30/9/20,"(-37.81161259254732, 144.98748924073496)",-37.81161259,144.9874892,322846.75,5813178.77
1040180,Pyramid Tree,Lagunaria patersonia,Lagunaria,Malvaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.814730598299946, 144.9748491667195)",-37.8147306,144.9748492,321741.48,5812808.73
1054775,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.77918239876547, 144.9492761674404)",-37.7791824,144.9492762,319403.68,5816704.26
1063565,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,14,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79967453639454, 144.92692313505233)",-37.79967454,144.9269231,317485.39,5814386.9
1062439,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,16,1900,2/1/00,Semi-Mature,61+ years,80,NA,Street,30/9/20,"(-37.802512253252715, 144.95952754294137)",-37.80251225,144.9595275,320363.08,5814135.2
1063393,Kanooka,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,15,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.79565190869708, 144.9338730414752)",-37.79565191,144.933873,318087.46,5814846.83
1014523,Kanooka,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,24,1900,1/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.80208929946055, 144.94745379960418)",-37.8020893,144.9474538,319299,5814158.85
1059605,English Elm,Ulmus procera,Ulmus,Ulmaceae,9,2000,10/10/00,Juvenile,31-60 years,60,NA,Street,30/9/20,"(-37.789830878081794, 144.94289854242928)",-37.78983088,144.9428985,318867.98,5815510.3
1027361,Elm,Ulmus unknown,Ulmus,Ulmaceae,97,1900,1/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.8234829425075, 144.9790148981797)",-37.82348294,144.9790149,322129.21,5811845.46
1033765,Canary Island Date Palm,Phoenix canariensis,Phoenix,Arecaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.82133182537143, 144.97427907126087)",-37.82133183,144.9742791,321707.18,5812075.13
1019944,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,24,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79595919012395, 144.95188733928126)",-37.79595919,144.9518873,319674.45,5814847.65
1058862,London Plane,Platanus x acerifolia,Platanus,Platanaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.81768224405295, 144.9548243106048)",-37.81768224,144.9548243,319985.83,5812442.79
1022515,Snow-in-Summer,Melaleuca linariifolia,Melaleuca,Myrtaceae,47,1900,2/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.80491636193964, 144.9599511298156)",-37.80491636,144.9599511,320406.2,5813869.24
1016188,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,23,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.803564237286416, 144.9540347949954)",-37.80356424,144.9540348,319882.02,5814007.89
1050570,Sugar gum,Eucalyptus cladocalyx,Eucalyptus,Myrtaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78167367029786, 144.95457581084355)",-37.78167367,144.9545758,319876.49,5816438.04
1063283,Hill¿s Weeping Fig,Ficus microcarpa,Ficus,Moraceae,21,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.82242237835821, 144.95180999945066)",-37.82242238,144.95181,319732.02,5811910.98
1062140,Pin Oak,Quercus palustris,Quercus,Fagaceae,15,1900,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.817995493366546, 144.98866706003358)",-37.81799549,144.9886671,322965.69,5812472.72
1015206,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,51,1900,2/1/00,Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79847379571941, 144.94646202265136)",-37.7984738,144.946462,319202.86,5814558.13
1057629,Peppercorn Tree,Schinus molle,Schinus,Anacardiaceae,21,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Park,30/9/20,"(-37.79121647924991, 144.92228461097173)",-37.79121648,144.9222846,317056.1,5815316.39
1046799,English Ash,Fraxinus excelsior,Fraxinus,Oleaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.78779710708339, 144.94469504381112)",-37.78779711,144.944695,319021.22,5815739.46
1029608,London Plane,Platanus x acerifolia,Platanus,Platanaceae,23,1900,1/1/00,Semi-Mature,1-5 years (<50% canopy),5,NA,Park,30/9/20,"(-37.81991105919516, 144.966605940247)",-37.81991106,144.9666059,321028.33,5812218.11
1043116,Golden Wattle,Acacia pycnantha,Acacia,Fabaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.79277457249465, 144.9507713094745)",-37.79277457,144.9507713,319568.43,5815198.88
1024648,London Plane,Platanus x acerifolia,Platanus,Platanaceae,25,1900,1/1/00,Semi-Mature,6-10 years (<50% canopy),10,NA,Street,30/9/20,"(-37.81664026668721, 144.962947404408)",-37.81664027,144.9629474,320698.37,5812574.04
1062153,Pin Oak,Quercus palustris,Quercus,Fagaceae,19,1900,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.817989542246494, 144.98878820654585)",-37.81798954,144.9887882,322976.34,5812473.61
1029181,Lilly Pilly,Syzygium smithii,Syzygium,Myrtaceae,46,1900,2/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.83631995659167, 144.9802981177395)",-37.83631996,144.9802981,322272.97,5810423.43
1023114,London Plane,Platanus x acerifolia,Platanus,Platanaceae,21,1900,2/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.80315330377789, 144.96639634210084)",-37.8031533,144.9663963,320969.4,5814077.25
1035679,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.838795971762956, 144.98274424850268)",-37.83879597,144.9827442,322494.18,5810153.33
1017199,London Plane,Platanus x acerifolia,Platanus,Platanaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.79696496786772, 144.9229128434507)",-37.79696497,144.9229128,317125.6,5814679.73
1029083,Elm,Ulmus unknown,Ulmus,Ulmaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.836613767949785, 144.98381170601252)",-37.83661377,144.9838117,322582.89,5810397.51
1022594,Huntingdon Elm,Ulmus x hollandica,Ulmus,Ulmaceae,53,1900,2/1/00,Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.800043970781, 144.9613563066271)",-37.80004397,144.9613563,320518.12,5814412.61
1031477,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.8273082316067, 144.95674018515763)",-37.82730823,144.9567402,320177.85,5811378.32
1043455,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.791937962030275, 144.9501885814645)",-37.79193796,144.9501886,319515.08,5815290.59
1057154,Huntingdon Elm,Ulmus x hollandica,Ulmus,Ulmaceae,48,1900,2/1/00,Mature,11-20 years,20,NA,Park,30/9/20,"(-37.793801655421134, 144.92375005032366)",-37.79380166,144.9237501,317191.52,5815032.39
